Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Player_links,BBrefID
Sam Dekker,2016,2019,F,6-9,230.0,"May 6, 1994",Wisconsin,https://www.basketball-reference.com/players/d/dekkesa01.html,dekkesa01
Vinny Del Negro,1989,2002,G,6-4,185.0,"August 9, 1966",NC State,https://www.basketball-reference.com/players/d/delnevi01.html,delnevi01
Malcolm Delaney,2017,2018,G,6-3,190.0,"March 11, 1989",Virginia Tech,https://www.basketball-reference.com/players/d/delanma01.html,delanma01
Bison Dele,1992,1999,F-C,6-9,235.0,"April 6, 1969","Maryland, Arizona",https://www.basketball-reference.com/players/d/delebi01.html,delebi01
Carlos Delfino,2005,2013,G,6-6,230.0,"August 29, 1982",,https://www.basketball-reference.com/players/d/delfica01.html,delfica01
Ángel Delgado,2019,2019,C,6-10,245.0,"November 20, 1994",Seton Hall,https://www.basketball-reference.com/players/d/delgaan01.html,delgaan01
Tony Delk,1997,2006,G,6-1,189.0,"January 28, 1974",Kentucky,https://www.basketball-reference.com/players/d/delkto01.html,delkto01
Matthew Dellavedova,2014,2020,G,6-3,200.0,"September 8, 1990",Saint Mary's,https://www.basketball-reference.com/players/d/dellama01.html,dellama01
Fennis Dembo,1989,1989,F,6-5,215.0,"January 24, 1966",Wyoming,https://www.basketball-reference.com/players/d/dembofe01.html,dembofe01
Larry Demic,1980,1982,F-C,6-9,225.0,"June 27, 1957",Arizona,https://www.basketball-reference.com/players/d/demicla01.html,demicla01
Dell Demps,1994,1997,G,6-3,205.0,"February 12, 1970",University of the Pacific,https://www.basketball-reference.com/players/d/dempsde01.html,dempsde01
George Dempsey,1955,1959,G,6-2,190.0,"July 19, 1929",King's College,https://www.basketball-reference.com/players/d/dempsge01.html,dempsge01
Luol Deng,2005,2019,F,6-9,237.0,"April 16, 1985",Duke,https://www.basketball-reference.com/players/d/denglu01.html,denglu01
Kenny Dennard,1982,1984,F,6-8,220.0,"October 18, 1958",Duke,https://www.basketball-reference.com/players/d/dennake01.html,dennake01
Blaine Denning,1953,1953,G,6-2,175.0,"September 19, 1930",Lawrence Technological University,https://www.basketball-reference.com/players/d/dennibl01.html,dennibl01
Justin Dentmon,2012,2013,G,5-11,185.0,"September 5, 1985",Washington,https://www.basketball-reference.com/players/d/dentmju01.html,dentmju01
Randy Denton,1972,1977,C,6-10,240.0,"February 18, 1949",Duke,https://www.basketball-reference.com/players/d/dentora01.html,dentora01
Rod Derline,1975,1976,G,6-0,175.0,"March 11, 1952",Seattle University,https://www.basketball-reference.com/players/d/derliro01.html,derliro01
Marcus Derrickson,2019,2019,F,6-7,249.0,"February 1, 1996",Georgetown,https://www.basketball-reference.com/players/d/derrima01.html,derrima01
Dave Deutsch,1967,1967,G,6-1,170.0,"May 13, 1945",University of Rochester,https://www.basketball-reference.com/players/d/deutsda01.html,deutsda01
Corky Devlin,1956,1958,G,6-5,195.0,"December 21, 1931",George Washington,https://www.basketball-reference.com/players/d/devlico01.html,devlico01
Ernie DiGregorio,1974,1978,G,6-0,180.0,"January 15, 1951",Providence,https://www.basketball-reference.com/players/d/digreer01.html,digreer01
Donte DiVincenzo,2019,2020,G,6-4,203.0,"January 31, 1997",Villanova,https://www.basketball-reference.com/players/d/divindo01.html,divindo01
Derrick Dial,2000,2004,G,6-4,184.0,"December 20, 1975",Eastern Michigan,https://www.basketball-reference.com/players/d/dialde01.html,dialde01
Cheick Diallo,2017,2020,F,6-8,219.0,"September 13, 1996",Kansas,https://www.basketball-reference.com/players/d/diallch01.html,diallch01
Hamidou Diallo,2019,2020,G,6-5,202.0,"July 31, 1998",Kentucky,https://www.basketball-reference.com/players/d/diallha01.html,diallha01
Boris Diaw,2004,2017,F-C,6-8,250.0,"April 16, 1982",,https://www.basketball-reference.com/players/d/diawbo01.html,diawbo01
Yakhouba Diawara,2007,2010,G-F,6-7,225.0,"August 29, 1982",Pepperdine,https://www.basketball-reference.com/players/d/diawaya01.html,diawaya01
Guillermo Díaz,2008,2008,G,6-2,192.0,"March 4, 1985",Miami (FL),https://www.basketball-reference.com/players/d/diazgu01.html,diazgu01
Dan Dickau,2003,2008,G,6-0,190.0,"September 16, 1978","Washington, Gonzaga",https://www.basketball-reference.com/players/d/dickada01.html,dickada01
Kaniel Dickens,2004,2008,F,6-8,215.0,"July 21, 1978","Tyler Junior College, Idaho",https://www.basketball-reference.com/players/d/dickeka01.html,dickeka01
Henry Dickerson,1976,1977,G,6-4,190.0,"November 27, 1951",University of Charleston,https://www.basketball-reference.com/players/d/dickehe01.html,dickehe01
Michael Dickerson,1999,2003,G-F,6-5,190.0,"June 25, 1975",Arizona,https://www.basketball-reference.com/players/d/dickemi01.html,dickemi01
Clyde Dickey,1975,1975,G,6-3,185.0,"December 14, 1951",Boise State,https://www.basketball-reference.com/players/d/dickecl01.html,dickecl01
Derrek Dickey,1974,1978,F,6-7,218.0,"March 20, 1951",Cincinnati,https://www.basketball-reference.com/players/d/dickede01.html,dickede01
Dick Dickey,1952,1952,G,6-1,175.0,"October 26, 1926",NC State,https://www.basketball-reference.com/players/d/dickedi01.html,dickedi01
John Dickson,1968,1968,C,6-10,240.0,"November 18, 1945",Arkansas State University,https://www.basketball-reference.com/players/d/dicksjo01.html,dicksjo01
Travis Diener,2006,2010,G,6-1,175.0,"March 1, 1982",Marquette,https://www.basketball-reference.com/players/d/dienetr01.html,dienetr01
Gorgui Dieng,2014,2020,C,6-10,252.0,"January 18, 1990",Louisville,https://www.basketball-reference.com/players/d/dienggo01.html,dienggo01
Connie Dierking,1959,1971,C-F,6-9,222.0,"October 2, 1936",Cincinnati,https://www.basketball-reference.com/players/d/dierkco01.html,dierkco01
Coby Dietrick,1971,1983,C-F,6-10,220.0,"July 23, 1948",San Jose State,https://www.basketball-reference.com/players/d/dietrco01.html,dietrco01
Craig Dill,1968,1968,C,6-11,215.0,"December 17, 1944",Michigan,https://www.basketball-reference.com/players/d/dillcr01.html,dillcr01
Dwaine Dillard,1976,1976,F,6-6,230.0,"March 9, 1949",Eastern Michigan,https://www.basketball-reference.com/players/d/dilladw01.html,dilladw01
Mickey Dillard,1982,1982,G,6-3,170.0,"October 15, 1958",Florida State,https://www.basketball-reference.com/players/d/dillami01.html,dillami01
Bob Dille,1947,1947,F,6-3,190.0,"July 2, 1917",Valparaiso,https://www.basketball-reference.com/players/d/dillebo01.html,dillebo01
Hook Dillon,1950,1950,F,6-3,180.0,"January 8, 1924",UNC,https://www.basketball-reference.com/players/d/dilloho01.html,dilloho01
Byron Dinkins,1990,1991,G,6-1,170.0,"June 15, 1967",UNC Charlotte,https://www.basketball-reference.com/players/d/dinkiby01.html,dinkiby01
Jackie Dinkins,1972,1972,F,6-5,210.0,"January 22, 1950",Voorhees College,https://www.basketball-reference.com/players/d/dinkija01.html,dinkija01
Harry Dinnel,1968,1968,F-G,6-4,200.0,"October 9, 1940",Pepperdine,https://www.basketball-reference.com/players/d/dinneha01.html,dinneha01
Bill Dinwiddie,1968,1972,F,6-7,220.0,"July 15, 1943",New Mexico Highlands University,https://www.basketball-reference.com/players/d/dinwibi01.html,dinwibi01
Spencer Dinwiddie,2015,2020,G,6-5,215.0,"April 6, 1993",Colorado,https://www.basketball-reference.com/players/d/dinwisp01.html,dinwisp01
Ike Diogu,2006,2012,F,6-8,250.0,"September 11, 1983",Arizona State,https://www.basketball-reference.com/players/d/dioguik01.html,dioguik01
DeSagana Diop,2002,2013,C,7-0,300.0,"January 30, 1982",,https://www.basketball-reference.com/players/d/diopde01.html,diopde01
Terry Dischinger,1963,1973,F-G,6-7,189.0,"November 21, 1940",Purdue,https://www.basketball-reference.com/players/d/dischte01.html,dischte01
Fred Diute,1955,1955,G,6-3,210.0,"January 9, 1929",St. Bonaventure,https://www.basketball-reference.com/players/d/diutefr01.html,diutefr01
Vlade Divac*,1990,2005,C,7-1,243.0,"February 3, 1968",,https://www.basketball-reference.com/players/d/divacvl01.html,divacvl01
Juan Dixon,2003,2009,G,6-3,164.0,"October 9, 1978",Maryland,https://www.basketball-reference.com/players/d/dixonju01.html,dixonju01
Earl Dodd,1950,1950,F,6-5,175.0,"November 1, 1924",Truman State University,https://www.basketball-reference.com/players/d/doddea01.html,doddea01
Michael Doleac,1999,2008,C,6-11,262.0,"June 15, 1977",Utah,https://www.basketball-reference.com/players/d/doleami01.html,doleami01
Joe Dolhon,1950,1951,G,6-0,175.0,"July 9, 1927",NYU,https://www.basketball-reference.com/players/d/dolhojo01.html,dolhojo01
Bob Doll,1947,1950,F-C,6-5,195.0,"August 10, 1919",Colorado,https://www.basketball-reference.com/players/d/dollbo01.html,dollbo01
James Donaldson,1981,1995,C,7-2,275.0,"August 16, 1957",Washington State,https://www.basketball-reference.com/players/d/donalja01.html,donalja01
Luka Dončić,2019,2020,G-F,6-7,230.0,"February 28, 1999",,https://www.basketball-reference.com/players/d/doncilu01.html,doncilu01
Bob Donham,1951,1954,G-F,6-2,190.0,"October 11, 1926",Ohio State,https://www.basketball-reference.com/players/d/donhabo01.html,donhabo01
Billy Donovan,1988,1988,G,5-11,171.0,"May 30, 1965",Providence,https://www.basketball-reference.com/players/d/donovbi01.html,donovbi01
Harry Donovan,1950,1950,G,6-2,180.0,"September 10, 1926",Muhlenberg College,https://www.basketball-reference.com/players/d/donovha01.html,donovha01
Keyon Dooling,2001,2013,G,6-3,196.0,"May 8, 1980",Missouri,https://www.basketball-reference.com/players/d/doolike01.html,doolike01
Aleksandar Đorđević,1997,1997,G,6-2,198.0,"August 26, 1967",,https://www.basketball-reference.com/players/d/djordal01.html,djordal01
Jacky Dorsey,1978,1981,F,6-7,230.0,"December 18, 1954",Georgia,https://www.basketball-reference.com/players/d/dorseja01.html,dorseja01
Joey Dorsey,2009,2015,F,6-8,268.0,"December 16, 1983",Memphis,https://www.basketball-reference.com/players/d/dorsejo01.html,dorsejo01
Ron Dorsey,1972,1972,F,6-4,200.0,"October 10, 1948",Tennessee State,https://www.basketball-reference.com/players/d/dorsero01.html,dorsero01
Tyler Dorsey,2018,2019,G,6-5,183.0,"February 18, 1996",Oregon,https://www.basketball-reference.com/players/d/dorsety01.html,dorsety01
Luguentz Dort,2020,2020,G,6-3,220.0,"April 19, 1999",Arizona State,https://www.basketball-reference.com/players/d/dortlu01.html,dortlu01
Damyean Dotson,2018,2020,G,6-5,210.0,"May 6, 1994","Oregon, Houston",https://www.basketball-reference.com/players/d/dotsoda01.html,dotsoda01
Quincy Douby,2007,2009,G,6-3,175.0,"May 16, 1984",Rutgers University,https://www.basketball-reference.com/players/d/doubyqu01.html,doubyqu01
Bruce Douglas,1987,1987,G,6-3,195.0,"April 9, 1964",Illinois,https://www.basketball-reference.com/players/d/douglbr01.html,douglbr01
John Douglas,1982,1983,G,6-2,170.0,"June 12, 1956",Kansas,https://www.basketball-reference.com/players/d/dougljo01.html,dougljo01
Leon Douglas,1977,1983,C-F,6-10,230.0,"August 26, 1954",Alabama,https://www.basketball-reference.com/players/d/douglle01.html,douglle01
Sherman Douglas,1990,2001,G,6-0,180.0,"September 15, 1966",Syracuse,https://www.basketball-reference.com/players/d/douglsh01.html,douglsh01
Toney Douglas,2010,2017,G,6-2,195.0,"March 16, 1986","Auburn, Florida State",https://www.basketball-reference.com/players/d/douglto01.html,douglto01
Chris Douglas-Roberts,2009,2015,G,6-7,200.0,"January 8, 1987",Memphis,https://www.basketball-reference.com/players/d/douglch01.html,douglch01
Sekou Doumbouya,2020,2020,F,6-8,230.0,"December 23, 2000",,https://www.basketball-reference.com/players/d/doumbse01.html,doumbse01
Sonny Dove,1968,1972,F,6-7,198.0,"August 16, 1945",St. John's,https://www.basketball-reference.com/players/d/doveso01.html,doveso01
Jerry Dover,1972,1972,G,5-7,155.0,"October 16, 1949",LeMoyne-Owen College,https://www.basketball-reference.com/players/d/doverje01.html,doverje01
Zabian Dowdell,2011,2011,G,6-3,191.0,"September 10, 1984",Virginia Tech,https://www.basketball-reference.com/players/d/dowdeza01.html,dowdeza01
Bill Downey,1948,1948,C,6-6,210.0,"November 11, 1923",Marquette,https://www.basketball-reference.com/players/d/downebi01.html,downebi01
Steve Downing,1974,1975,C,6-8,225.0,"September 9, 1950",Indiana,https://www.basketball-reference.com/players/d/downist01.html,downist01
Danny Doyle,1963,1963,F,6-8,200.0,"February 6, 1940",Belmont Abbey College,https://www.basketball-reference.com/players/d/doyleda01.html,doyleda01
Milton Doyle,2018,2018,G,6-4,185.0,"October 31, 1993",Loyola Chicago,https://www.basketball-reference.com/players/d/doylemi01.html,doylemi01
PJ Dozier,2018,2020,G,6-6,205.0,"October 25, 1996",South Carolina,https://www.basketball-reference.com/players/d/doziepj01.html,doziepj01
Terry Dozier,1990,1990,F,6-9,210.0,"June 29, 1966",South Carolina,https://www.basketball-reference.com/players/d/doziete01.html,doziete01
Goran Dragić,2009,2020,G,6-3,190.0,"May 6, 1986",,https://www.basketball-reference.com/players/d/dragigo01.html,dragigo01
Zoran Dragić,2015,2015,G-F,6-5,200.0,"June 22, 1989",,https://www.basketball-reference.com/players/d/dragizo01.html,dragizo01
Greg Dreiling,1987,1997,C,7-1,250.0,"November 7, 1962","Wichita State, Kansas",https://www.basketball-reference.com/players/d/dreilgr01.html,dreilgr01
Bryce Drew,1999,2004,G,6-2,185.0,"September 21, 1974",Valparaiso,https://www.basketball-reference.com/players/d/drewbr01.html,drewbr01
John Drew,1975,1985,F-G,6-6,205.0,"September 30, 1954",Gardner-Webb University,https://www.basketball-reference.com/players/d/drewjo01.html,drewjo01
Larry Drew,1981,1991,G,6-1,170.0,"April 2, 1958",Missouri,https://www.basketball-reference.com/players/d/drewla01.html,drewla01
Larry Drew,2015,2018,G,6-2,180.0,"March 5, 1990","UNC, UCLA",https://www.basketball-reference.com/players/d/drewla02.html,drewla02
Clyde Drexler*,1984,1998,G,6-7,210.0,"June 22, 1962",Houston,https://www.basketball-reference.com/players/d/drexlcl01.html,drexlcl01
Nate Driggers,1997,1997,G,6-5,215.0,"October 12, 1973",University of Montevallo,https://www.basketball-reference.com/players/d/driggna01.html,driggna01
Terry Driscoll,1971,1975,F,6-7,215.0,"August 28, 1947",Boston College,https://www.basketball-reference.com/players/d/driscte01.html,driscte01
Predrag Drobnjak,2002,2005,C,6-11,270.0,"October 27, 1975",,https://www.basketball-reference.com/players/d/drobnpr01.html,drobnpr01
Ralph Drollinger,1981,1981,C,7-2,250.0,"April 20, 1954",UCLA,https://www.basketball-reference.com/players/d/drollra01.html,drollra01
Andre Drummond,2013,2020,C,6-10,279.0,"August 10, 1993",UConn,https://www.basketball-reference.com/players/d/drumman01.html,drumman01
Dennis DuVal,1975,1976,G,6-3,175.0,"March 31, 1952",Syracuse,https://www.basketball-reference.com/players/d/duvalde01.html,duvalde01
Dick Duckett,1958,1958,G,6-1,185.0,"March 25, 1933",St. John's,https://www.basketball-reference.com/players/d/duckedi01.html,duckedi01
Kevin Duckworth,1987,1997,C,7-0,275.0,"April 1, 1964",Eastern Illinois University,https://www.basketball-reference.com/players/d/duckwke01.html,duckwke01
Charles Dudley,1973,1979,G,6-2,180.0,"March 5, 1950",Washington,https://www.basketball-reference.com/players/d/dudlech01.html,dudlech01
Chris Dudley,1988,2003,C,6-11,235.0,"February 22, 1965",Yale,https://www.basketball-reference.com/players/d/dudlech02.html,dudlech02
Jared Dudley,2008,2020,F-G,6-6,237.0,"July 10, 1985",Boston College,https://www.basketball-reference.com/players/d/dudleja01.html,dudleja01
Terry Duerod,1980,1983,G,6-2,180.0,"July 29, 1956",Detroit Mercy,https://www.basketball-reference.com/players/d/duerote01.html,duerote01
Bob Duffy,1947,1947,F,6-4,175.0,"July 5, 1922",Tulane,https://www.basketball-reference.com/players/d/duffybo01.html,duffybo01
Bob Duffy,1963,1965,G,6-3,185.0,"September 26, 1940",Colgate,https://www.basketball-reference.com/players/d/duffybo02.html,duffybo02
Chris Duhon,2005,2013,G,6-1,185.0,"August 31, 1982",Duke,https://www.basketball-reference.com/players/d/duhonch01.html,duhonch01
Duje Dukan,2016,2016,F,6-9,220.0,"December 4, 1991",Wisconsin,https://www.basketball-reference.com/players/d/dukandu01.html,dukandu01
Walter Dukes,1956,1963,C,7-0,220.0,"June 23, 1930",Seton Hall,https://www.basketball-reference.com/players/d/dukeswa01.html,dukeswa01
Joe Dumars*,1986,1999,G,6-3,190.0,"May 24, 1963",McNeese State University,https://www.basketball-reference.com/players/d/dumarjo01.html,dumarjo01
Rich Dumas,1969,1969,G,6-3,170.0,"April 21, 1944",Northeastern State University,https://www.basketball-reference.com/players/d/dumasri01.html,dumasri01
Richard Dumas,1993,1996,F,6-7,200.0,"May 19, 1969",Oklahoma State,https://www.basketball-reference.com/players/d/dumasri02.html,dumasri02
Tony Dumas,1995,1998,G,6-6,190.0,"August 25, 1972",Missouri-Kansas City,https://www.basketball-reference.com/players/d/dumasto01.html,dumasto01
Andy Duncan,1949,1951,F-C,6-6,195.0,"April 17, 1922",William & Mary,https://www.basketball-reference.com/players/d/duncaan01.html,duncaan01
Tim Duncan*,1998,2016,F-C,6-11,250.0,"April 25, 1976",Wake Forest,https://www.basketball-reference.com/players/d/duncati01.html,duncati01
Mike Dunleavy,1977,1990,G,6-3,180.0,"March 21, 1954",South Carolina,https://www.basketball-reference.com/players/d/dunlemi01.html,dunlemi01
Mike Dunleavy,2003,2017,F-G,6-9,230.0,"September 15, 1980",Duke,https://www.basketball-reference.com/players/d/dunlemi02.html,dunlemi02
Kris Dunn,2017,2020,G,6-3,205.0,"March 18, 1994",Providence,https://www.basketball-reference.com/players/d/dunnkr01.html,dunnkr01
Pat Dunn,1958,1958,G,6-2,170.0,"March 17, 1931",Utah State University,https://www.basketball-reference.com/players/d/dunnpa01.html,dunnpa01
T.R. Dunn,1978,1991,G-F,6-4,192.0,"February 1, 1955",Alabama,https://www.basketball-reference.com/players/d/dunntr01.html,dunntr01
Ronald Dupree,2004,2011,F,6-7,209.0,"January 26, 1981",LSU,https://www.basketball-reference.com/players/d/duprero01.html,duprero01
